accession	tax_id	scientific_name	first_public	base_count
BI628420	7227	Drosophila melanogaster	2001-09-11	590
BI571028	7227	Drosophila melanogaster	2001-09-07	676
BI571793	7227	Drosophila melanogaster	2001-09-07	530
BI571034	7227	Drosophila melanogaster	2001-09-07	547
CV042948	7240	Drosophila simulans	2004-08-24	535
AY695387	133974	Drosophila caribiana	2006-08-01	1141
AA567713	7227	Drosophila melanogaster	1997-09-11	281
BF501656	7227	Drosophila melanogaster	2000-12-07	371
AA820792	7227	Drosophila melanogaster	1998-02-18	587
AF006568	7234	Drosophila persimilis	1997-09-11	3465
AY279326	29029	Drosophila eugracilis	2004-03-31	2675
X04454	7227	Drosophila melanogaster	1986-11-18	2369
U64535	7237	Drosophila pseudoobscura	1996-08-16	4594
X62185	7237	Drosophila pseudoobscura	1992-10-16	3498
X62238	7237	Drosophila pseudoobscura	1992-10-16	3479
X64485	7237	Drosophila pseudoobscura	1992-10-16	3472
M60792	7270	Drosophila mimica	1992-06-06	895
X62181	7237	Drosophila pseudoobscura	1992-10-16	3494
X62188	7237	Drosophila pseudoobscura	1992-10-16	3472
X62219	7237	Drosophila pseudoobscura	1992-10-16	3447
X62201	7237	Drosophila pseudoobscura	1992-10-16	3479
X62213	7237	Drosophila pseudoobscura	1992-10-16	3463
X64472	7237	Drosophila pseudoobscura	1992-10-16	3453
X64477	7237	Drosophila pseudoobscura	1992-10-16	3506
AY238776	7229	Drosophila miranda	2003-04-08	2042
AB026527	51159	Drosophila lutescens	1999-10-29	840
GQ376037	30043	Drosophila repleta	2009-08-02	410
AY750138	7257	Drosophila robusta	2005-12-31	911
EU490429	508692	Drosophila endobranchia	2008-03-11	651
HQ631472	94112	Drosophila constricta	2011-08-30	290
U94197	46796	Drosophila disjuncta	1998-02-23	222
U94198	58311	Drosophila iki	1998-02-23	204
X68160	7237	Drosophila pseudoobscura	1992-10-08	3473
AB026533	7273	Drosophila saltans	1999-10-29	847
AY006410	46800	Drosophila hemipeza	2001-09-04	510
AY006420	47048	Drosophila neopicta	2001-09-04	510
AY081441	7278	Drosophila bromeliae	2002-08-09	289
AY081442	30041	Drosophila polychaeta	2002-08-09	283
DQ471658	47313	Drosophila ezoana	2006-07-20	711
DQ471668	7244	Drosophila virilis	2006-07-20	711
HQ631481	186283	Drosophila parabipectinata	2011-08-30	290
MF908506	1486046	Drosophila subpulchrella	2018-08-19	763
AY750134	311479	Drosophila gani	2005-12-31	911
AY006423	46830	Drosophila setosifrons	2001-09-04	510
AY750142	311479	Drosophila gani	2005-12-31	911
X68166	7237	Drosophila pseudoobscura	1992-10-08	3505
X68163	7237	Drosophila pseudoobscura	1992-10-08	3489
AY081443	133996	Drosophila ornatipennis	2002-08-09	277
AY081439	30031	Drosophila ornatifrons	2002-08-09	283
U26837	40366	Drosophila americana	1995-06-22	950
U90954	57874	Drosophila sinobscura	1997-11-14	431
U94194	46893	Drosophila adunca	1998-02-23	204
X68162	7237	Drosophila pseudoobscura	1992-10-08	3482
Z00033	7226	Drosophila mauritiana	1986-07-02	1835
AY238772	7229	Drosophila miranda	2003-04-08	2042
AY238774	7229	Drosophila miranda	2003-04-08	2042
AB932677	38838	Drosophila testacea	2015-01-14	826
AF260695	7267	Drosophila gymnobasis	2000-09-20	506
KM016469	7240	Drosophila simulans	2014-09-24	478
KM016472	7240	Drosophila simulans	2014-09-24	480
KM016475	7240	Drosophila simulans	2014-09-24	479
AB261137	42062	Drosophila nasuta	2007-11-03	863
AB932655	7279	Drosophila falleni	2014-10-26	810
AB932660	198719	Drosophila innubila	2014-10-26	776
DQ471611	40372	Drosophila americana texana	2006-07-20	711
X57362	7240	Drosophila simulans	1991-07-17	973
X57370	7245	Drosophila yakuba	1991-07-17	975
AB033642	7291	Drosophila albomicans	1999-11-16	711
AB261131	157056	Drosophila formosana	2007-11-03	839
AB932659	198718	Drosophila histrio	2015-01-14	840
AY279323	7220	Drosophila erecta	2004-03-31	319
HQ232351	1052065	Drosophila hypercephala	2011-08-08	437
M60991	46244	Drosophila pseudoobscura bogotana	1992-01-26	3475
U95259	7260	Drosophila willistoni	1999-01-06	1172
X60792	7227	Drosophila melanogaster	1991-10-07	1901
AB261134	157057	Drosophila neohypocausta	2007-11-03	879
AF260691	7244	Drosophila virilis	2000-09-20	456
AB261140	387622	Drosophila maculinotata	2007-11-03	840
U95273	46792	Drosophila insularis	1999-01-06	1183
X57361	7240	Drosophila simulans	1991-07-17	969
AB154559	30033	Drosophila kikkawai	2004-04-01	683
AF201446	7240	Drosophila simulans	2000-07-03	481
AY095942	42027	Drosophila kuntzei	2003-05-01	431
AY335200	30047	Drosophila sturtevanti	2003-12-31	792
DQ471624	381467	Drosophila multidentata	2006-07-20	711
JX455212	7240	Drosophila simulans	2012-09-03	480
KJ767239	7227	Drosophila melanogaster	2014-09-04	872
KX976496	7245	Drosophila yakuba	2016-11-12	771
KX976499	7245	Drosophila yakuba	2016-11-12	771
KX976511	7245	Drosophila yakuba	2016-11-12	771
LC057197	1660391	Drosophila sp. KO4	2019-06-04	822
M60984	7237	Drosophila pseudoobscura	1992-04-30	3494
U95270	46793	Drosophila paulistorum	1999-01-06	1168
AB154546	30033	Drosophila kikkawai	2004-04-01	686
AF201431	7240	Drosophila simulans	2000-07-03	480
DQ471648	381452	Drosophila barutani	2006-07-20	711
HQ110516	30042	Drosophila prosaltans	2011-05-06	859
HQ110517	30042	Drosophila prosaltans	2011-05-06	828
KX976503	7245	Drosophila yakuba	2016-11-12	771
KX976508	7245	Drosophila yakuba	2016-11-12	771
M19276	7240	Drosophila simulans	1991-07-26	829
M60982	7237	Drosophila pseudoobscura	1992-04-30	3472
AB154545	30033	Drosophila kikkawai	2004-04-01	683
AB154555	30033	Drosophila kikkawai	2004-04-01	683
AB154563	74550	Drosophila lini	2004-04-01	698
AF201426	7226	Drosophila mauritiana	2000-07-03	478
AF201433	7240	Drosophila simulans	2000-07-03	479
AF201439	7240	Drosophila simulans	2000-07-03	485
AF201444	7240	Drosophila simulans	2000-07-03	479
AF284480	7238	Drosophila sechellia	2000-11-02	700
AY095936	42028	Drosophila limbata	2003-05-01	446
AY095937	193351	Drosophila transversa	2003-05-01	437
AY095945	126591	Drosophila curvispina	2003-05-01	443
AY156524	7232	Drosophila navojoa	2003-03-03	879
EU532125	46793	Drosophila paulistorum	2010-01-21	542
KX976510	7245	Drosophila yakuba	2016-11-12	771
M60986	7237	Drosophila pseudoobscura	1992-01-26	3463
AB154547	30033	Drosophila kikkawai	2004-04-01	683
AY095948	193352	Drosophila unispina	2003-05-01	442
KX976504	7245	Drosophila yakuba	2016-11-12	771
KX976509	7245	Drosophila yakuba	2016-11-12	771
KX976514	7245	Drosophila yakuba	2016-11-12	771
KX976494	7245	Drosophila yakuba	2016-11-12	771
AB669844	30035	Drosophila malagassya	2014-01-02	840
AB669863	30033	Drosophila kikkawai	2014-01-02	832
AB669870	307244	Drosophila ogumai	2014-01-02	836
AF136684	95109	Drosophila americana americana	1999-06-03	884
AF136689	95109	Drosophila americana americana	1999-06-03	884
AF136703	40372	Drosophila americana texana	1999-06-03	884
AF175213	7227	Drosophila melanogaster	1999-10-06	951
AF175215	7227	Drosophila melanogaster	1999-10-06	951
AF459754	7217	Drosophila ananassae	2002-05-16	290
AF459774	7274	Drosophila serrata	2002-05-16	290
U64538	7237	Drosophila pseudoobscura	1996-08-16	3510
U64553	7237	Drosophila pseudoobscura	1996-08-16	3455
U64554	7237	Drosophila pseudoobscura	1996-08-16	3467
AB669892	1084238	Drosophila pseudobaimaii	2014-01-02	779
AF136671	95109	Drosophila americana americana	1999-06-03	884
AF136693	95109	Drosophila americana americana	1999-06-03	884
AF136697	95109	Drosophila americana americana	1999-06-03	884
AF459766	132243	Drosophila vulcana	2002-05-16	290
L78924	7270	Drosophila mimica	1996-06-25	822
L78926	7270	Drosophila mimica	1996-06-25	822
L78927	7270	Drosophila mimica	1996-06-25	822
U64521	7237	Drosophila pseudoobscura	1996-08-16	3484
U64523	7237	Drosophila pseudoobscura	1996-08-16	3468
U76475	7224	Drosophila hydei	1996-11-19	897
AB669825	47315	Drosophila auraria	2014-01-02	842
AB669845	30035	Drosophila malagassya	2014-01-02	836
AB669878	7274	Drosophila serrata	2014-01-02	838
AF136660	95109	Drosophila americana americana	1999-06-03	884
AF136666	95109	Drosophila americana americana	1999-06-03	884
AF459748	94111	Drosophila prostipennis	2002-05-16	290
AF459752	30038	Drosophila mimetica	2002-05-16	290
AF459761	112146	Drosophila bicornuta	2002-05-16	290
AF459762	61426	Drosophila diplacantha	2002-05-16	290
AF459768	47315	Drosophila auraria	2002-05-16	290
AF459780	137074	Drosophila mayri	2002-05-16	290
EF560574	306028	Drosophila gasici	2008-05-01	622
U64527	7237	Drosophila pseudoobscura	1996-08-16	3474
U76471	7224	Drosophila hydei	1996-11-19	897
U76469	7224	Drosophila hydei	1996-11-19	897
AF136701	40372	Drosophila americana texana	1999-06-03	884
AF459745	7218	Drosophila bifasciata	2002-05-16	290
AF459759	69217	Drosophila pallidosa	2002-05-16	290
EF560575	306028	Drosophila gasici	2008-05-01	622
U64531	7237	Drosophila pseudoobscura	1996-08-16	3473
AY364501	7230	Drosophila mojavensis	2004-01-30	880
AF136664	95109	Drosophila americana americana	1999-06-03	884
AY695390	133979	Drosophila dunni	2006-08-01	385
U64558	7237	Drosophila pseudoobscura	1996-08-16	3471
U94200	251450	Drosophila longiperda	1998-02-23	204
AH011596	51159	Drosophila lutescens	2016-04-08	911
AY340286	40366	Drosophila americana	2003-08-13	881
AY340290	40366	Drosophila americana	2003-08-13	881
AY340300	40366	Drosophila americana	2003-08-13	881
AY364500	7230	Drosophila mojavensis	2004-01-30	880
AY364503	7230	Drosophila mojavensis	2004-01-30	880
AY364504	7230	Drosophila mojavensis	2004-01-30	880
AY364516	7230	Drosophila mojavensis	2004-01-30	879
AY874364	7241	Drosophila subobscura	2005-05-31	1412
AB669895	77130	Drosophila tsukubaensis	2014-01-02	841
AB932672	98362	Drosophila ruberrima	2014-10-26	858
AY340279	40366	Drosophila americana	2003-08-13	881
U76481	7231	Drosophila mulleri	1997-03-06	902
AB669823	154832	Drosophila asahinai	2014-01-02	839
AB669843	114631	Drosophila greeni	2014-01-02	830
AB703323	7254	Drosophila narragansett	2012-03-18	405
AF136650	95109	Drosophila americana americana	1999-06-03	884
AF136653	95109	Drosophila americana americana	1999-06-03	884
AH011595	67534	Drosophila triauraria	2016-04-08	546
AY340291	40366	Drosophila americana	2003-08-13	881
AY364511	7230	Drosophila mojavensis	2004-01-30	879
AY541096	198719	Drosophila innubila	2004-12-13	555
AY541101	198719	Drosophila innubila	2004-12-13	555
AY364502	7230	Drosophila mojavensis	2004-01-30	880
AF136652	95109	Drosophila americana americana	1999-06-03	884
AF136655	95109	Drosophila americana americana	1999-06-03	884
AY340293	40366	Drosophila americana	2003-08-13	881
AY340297	40366	Drosophila americana	2003-08-13	881
AY340298	40366	Drosophila americana	2003-08-13	881
AY364514	7230	Drosophila mojavensis	2004-01-30	879
AY541100	198719	Drosophila innubila	2004-12-13	555
AY874372	7241	Drosophila subobscura	2005-05-31	1406
AY364521	7230	Drosophila mojavensis	2004-01-30	879
AY340304	40366	Drosophila americana	2003-08-13	881
U76479	7231	Drosophila mulleri	1997-03-06	902
AB669857	137354	Drosophila barbarae	2014-01-02	833
LC057200	193234	Drosophila pseudotakahashii	2019-06-04	830
AB669880	137353	Drosophila baimaii	2014-01-02	838
AF067281	77128	Drosophila eskoi	1998-07-02	435
AY364512	7230	Drosophila mojavensis	2004-01-30	879
M19547	7227	Drosophila melanogaster	1991-07-01	7119
AB194438	42026	Drosophila bipectinata	2005-05-07	759
AB669876	46829	Drosophila birchii	2014-01-02	833
AY044130	157056	Drosophila formosana	2002-08-06	721
AY154862	7263	Drosophila arizonae	2003-03-03	880
M60996	46244	Drosophila pseudoobscura bogotana	1992-04-30	3450
AY154849	7263	Drosophila arizonae	2003-03-03	878
AY154851	7263	Drosophila arizonae	2003-03-03	880
AY154848	7263	Drosophila arizonae	2003-03-03	878
AY154859	7263	Drosophila arizonae	2003-03-03	880
M60994	46244	Drosophila pseudoobscura bogotana	1992-04-30	3471
AF045117	72474	Drosophila subsaltans	1998-06-02	405
AF045121	72471	Drosophila milleri	1998-06-02	405
AY154866	7230	Drosophila mojavensis	2003-03-03	880
AF045126	30024	Drosophila emarginata	1998-06-02	405
AY154865	7230	Drosophila mojavensis	2003-03-03	880
AF045123	72469	Drosophila austrosaltans	1998-06-02	405
AY154828	7230	Drosophila mojavensis	2003-03-03	880
AY154839	7230	Drosophila mojavensis	2003-03-03	880
U40987	44481	Drosophila imaii	1996-09-27	429
AB194422	195057	Drosophila malerkotliana malerkotliana	2005-05-07	1782
AF348884	67533	Drosophila rufa	2001-04-16	667
U35852	7227	Drosophila melanogaster	1995-10-12	303
X58694	7224	Drosophila hydei	1991-04-11	8447
CV785154	7245	Drosophila yakuba	2004-11-12	433
CV785799	7245	Drosophila yakuba	2004-11-12	521
CV878941	7245	Drosophila yakuba	2004-11-20	703
CV879066	7245	Drosophila yakuba	2004-11-20	709
AI404931	7227	Drosophila melanogaster	1999-02-10	702
AY695384	30017	Drosophila arawakana	2006-08-01	1141
AI108260	7227	Drosophila melanogaster	1998-09-04	378
AY695388	133979	Drosophila dunni	2006-08-01	1141
BF490844	7227	Drosophila melanogaster	2000-12-07	668
AI260852	7227	Drosophila melanogaster	1998-11-13	737
BI617843	7227	Drosophila melanogaster	2001-09-11	512
BI635199	7227	Drosophila melanogaster	2001-09-11	558
AW941952	7227	Drosophila melanogaster	2000-06-03	450
